alpha,beta,gamma,cell_id,is_reference,reference_name,seed,agent_name,mean_utility,cell_utility,completion_rate,value_weighted_completion_rate,uncapped_completion_rate,cost,failure_rate,total_completed_value,total_job_value,completed_jobs,failed_jobs,steps_executed,hit_step_budget
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,174.1255,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,265.3415,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,264.9425,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.25,0.5,alpha=2_beta=0.25_gamma=0.5,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,246.8765,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,235.3615,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,175.2425,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,231.7365,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,304.362,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,230.6525,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,100.468,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,317.568,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,187.5855,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,199.8705,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,146.0185,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,185.6325,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,131.5055,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,211.3585,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,287.9495,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,295.6455,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,138.2645,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,166.6255,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,258.8415,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,253.9425,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.25,1.0,alpha=2_beta=0.25_gamma=1,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,235.8765,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,218.3615,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,154.2425,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,213.7365,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,288.362,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,220.6525,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,92.468,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,306.568,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,179.5855,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,190.8705,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,126.0185,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,170.6325,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,122.5055,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,200.3585,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,269.9495,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,280.6455,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,128.2645,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,151.6255,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,245.8415,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,231.9425,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.25,2.0,alpha=2_beta=0.25_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,213.8765,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,184.3615,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,112.2425,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,177.7365,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,256.362,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,200.6525,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,76.468,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,284.568,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,163.5855,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,172.8705,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,86.0185,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,140.6325,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,104.5055,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,178.3585,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,233.9495,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,250.6455,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,108.2645,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,121.6255,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,219.8415,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,187.9425,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.25,4.0,alpha=2_beta=0.25_gamma=4,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,169.8765,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,96.943,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,-3.195,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,95.873,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,213.164,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,55.165,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,0.696,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,191.896,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,58.651,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,25.761,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,-1.323,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,0.725,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,-10.809,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,106.397,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,215.719,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,195.731,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,3.669,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,-5.129,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,173.103,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,161.485,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.5,0.5,alpha=2_beta=0.5_gamma=0.5,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,121.053,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,88.443,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,-13.695,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,86.873,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,205.164,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,50.165,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,-3.304,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,186.396,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,54.651,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,21.261,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,-11.323,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,-6.775,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,-15.309,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,100.897,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,206.719,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,188.231,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,-1.331,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,-12.629,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,166.603,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,150.485,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.5,1.0,alpha=2_beta=0.5_gamma=1,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,110.053,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,71.443,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,-34.695,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,68.873,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,189.164,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,40.165,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,-11.304,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,175.396,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,46.651,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,12.261,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,-31.323,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,-21.775,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,-24.309,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,89.897,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,188.719,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,173.231,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,-11.331,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,-27.629,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,153.603,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,128.485,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
2.0,0.5,2.0,alpha=2_beta=0.5_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,88.053,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
2.0,0.5,4.0,alpha=2_beta=0.5_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,37.443,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
2.0,0.5,4.0,alpha=2_beta=0.5_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,-76.695,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
2.0,0.5,4.0,alpha=2_beta=0.5_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,32.873,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
2.0,0.5,4.0,alpha=2_beta=0.5_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,157.164,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
2.0,0.5,4.0,alpha=2_beta=0.5_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,20.165,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
2.0,0.5,4.0,alpha=2_beta=0.5_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,-27.304,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
2.0,0.5,4.0,alpha=2_beta=0.5_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,153.396,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
2.0,0.5,4.0,alpha=2_beta=0.5_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,30.651,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
2.0,0.5,4.0,alpha=2_beta=0.5_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,-5.739,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
